sourceTaxonName,targetTaxonName,interactionTypeName,source_taxon_external_id,source_taxon_path,source_specimen_life_stage,target_taxon_external_id,target_taxon_path,target_specimen_life_stage,latitude,longitude,study_citation,study_source_citation
Centropristis striata,Scophthalmus aquosus,NA,FBC:FB:SpecCode:361,Actinopterygii | Perciformes | Serranidae | Centropristis | Centropristis striata,NA,FBC:FB:SpecCode:530,Actinopterygii | Pleuronectiformes | Scophthalmidae | Scophthalmus | Scophthalmus aquosus,NA,NA,NA,NA,NA
Centropristis striata,Stenotomus chrysops,eats,FBC:FB:SpecCode:361,Actinopterygii | Perciformes | Serranidae | Centropristis | Centropristis striata,NA,FBC:FB:SpecCode:452,Actinopterygii | Perciformes | Sparidae | Stenotomus | Stenotomus chrysops,NA,NA,NA,NA,NA
Centropristis striata,Stenotomus chrysops,NA,FBC:FB:SpecCode:361,Actinopterygii | Perciformes | Serranidae | Centropristis | Centropristis striata,NA,FBC:FB:SpecCode:452,Actinopterygii | Perciformes | Sparidae | Stenotomus | Stenotomus chrysops,NA,NA,NA,NA,NA
Centropristis striata,Syngnathus fuscus,NA,FBC:FB:SpecCode:361,Actinopterygii | Perciformes | Serranidae | Centropristis | Centropristis striata,NA,FBC:FB:SpecCode:3301,Actinopterygii | Syngnathiformes | Syngnathidae | Syngnathus | Syngnathus fuscus,NA,NA,NA,NA,NA
Centropristis striata,Zostera marina,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceramium diaphanum,Cyclopterus lumpus,NA,EOL:904784,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Rhodymeniophycidae | Ceramiales | Ceramiaceae | Ceramium | Ceramium diaphanum,NA,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,NA,NA,NA,NA
Cerianthus borealis,Placopecten magellanicus,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chondrus crispus,Carcinus maenas,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chondrus crispus,Carcinus maenas,NA,EOL:963603,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Rhodymeniophycidae | Gigartinales | Gigartinaceae | Chondrus | Chondrus crispus,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
Chondrus crispus,Cyclopterus lumpus,NA,EOL:963603,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Rhodymeniophycidae | Gigartinales | Gigartinaceae | Chondrus | Chondrus crispus,NA,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,NA,NA,NA,NA
Chondrus crispus,Hemigrapsus sanguineus,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clathromorphum circumscriptum,Cancer irroratus,NA,GBIF:8767970,Plantae | Rhodophyta | Florideophyceae | Corallinales | Hapalidiaceae | Clathromorphum | Clathromorphum circumscriptum,NA,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,NA,NA,NA,NA
Clathromorphum circumscriptum,Strongylocentrotus droebachiensis,NA,GBIF:8767970,Plantae | Rhodophyta | Florideophyceae | Corallinales | Hapalidiaceae | Clathromorphum | Clathromorphum circumscriptum,NA,EOL:599668,Animalia | Echinodermata | Echinoidea | Camarodonta | Odontophora | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Clathromorphum circumscriptum,Testudinalia testudinalis,NA,GBIF:8767970,Plantae | Rhodophyta | Florideophyceae | Corallinales | Hapalidiaceae | Clathromorphum | Clathromorphum circumscriptum,NA,EOL:586346,Animalia | Mollusca | Gastropoda |  | Lottioidea | Lottiidae | Testudinalia | Testudinalia testudinalis,NA,NA,NA,NA,NA
Cliona celata,Arbacia punctulata,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Codium fragile,Cyclopterus lumpus,NA,EOL:912591,Plantae | Viridiplantae | Chlorophyta | Chlorophyta | Chlorophytina | Ulvophyceae | Bryopsidales | Codiaceae | Codium | Codium fragile,NA,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,NA,NA,NA,NA
Codium fragile,Strongylocentrotus droebachiensis,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colpomenia peregrina,Carcinus maenas,NA,ALATaxon:NZOR-6-4858,Chromista | Ochrophyta | Phaeophyceae | Ectocarpales | Scytosiphonaceae | Colpomenia | Colpomenia peregrina,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
Corallina officinalis,Carcinus maenas,NA,EOL:968017,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Corallinophycidae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
Corallina officinalis,Homarus americanus,NA,FBC:SLB:SpecCode:113506,Florideophyceae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,FBC:SLB:SpecCode:26021,Malacostraca | Decapoda | Nephropidae | Homarus | Homarus americanus,NA,NA,NA,NA,NA
Corallina officinalis,Melanogrammus aeglefinus,NA,EOL:968017,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Corallinophycidae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,EOL_V2:212899,Animalia | Chordata | Actinopterygii | Gadiformes | Gadidae | Melanogrammus | Melanogrammus aeglefinus,NA,NA,NA,NA,NA
Corallina officinalis,Strongylocentrotus droebachiensis,NA,FBC:SLB:SpecCode:113506,Florideophyceae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,FBC:SLB:SpecCode:50007,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Crassostrea virginica,Busycon carica,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crassostrea virginica,Busycon carica,NA,FBC:SLB:SpecCode:48095,Bivalvia | Ostreoida | Ostreidae | Crassostrea | Crassostrea virginica,NA,FBC:SLB:SpecCode:2913,Gastropoda | Neogastropoda | Melongenidae | Busycon | Busycon carica,NA,NA,NA,NA,NA
Crassostrea virginica,Busycotypus canaliculatum,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crassostrea virginica,Callinectes sapidus,eats,FBC:SLB:SpecCode:48095,Bivalvia | Ostreoida | Ostreidae | Crassostrea | Crassostrea virginica,NA,FBC:SLB:SpecCode:26794,Malacostraca | Decapoda | Portunidae | Callinectes | Callinectes sapidus,NA,NA,NA,NA,NA
Crassostrea virginica,Callinectes sapidus,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crassostrea virginica,Callinectes sapidus,NA,FBC:SLB:SpecCode:48095,Bivalvia | Ostreoida | Ostreidae | Crassostrea | Crassostrea virginica,NA,FBC:SLB:SpecCode:26794,Malacostraca | Decapoda | Portunidae | Callinectes | Callinectes sapidus,NA,NA,NA,NA,NA
Crassostrea virginica,Carcinus maenas,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crassostrea virginica,Centropristis striata,NA,FBC:SLB:SpecCode:48095,Bivalvia | Ostreoida | Ostreidae | Crassostrea | Crassostrea virginica,NA,FBC:FB:SpecCode:361,Actinopterygii | Perciformes | Serranidae | Centropristis | Centropristis striata,NA,NA,NA,NA,NA
Crassostrea virginica,Crassostrea virginica,eats,FBC:SLB:SpecCode:48095,Bivalvia | Ostreoida | Ostreidae | Crassostrea | Crassostrea virginica,NA,FBC:SLB:SpecCode:48095,Bivalvia | Ostreoida | Ostreidae | Crassostrea | Crassostrea virginica,NA,NA,NA,NA,NA
Crassostrea virginica,Crassostrea virginica,NA,FBC:SLB:SpecCode:48095,Bivalvia | Ostreoida | Ostreidae | Crassostrea | Crassostrea virginica,NA,FBC:SLB:SpecCode:48095,Bivalvia | Ostreoida | Ostreidae | Crassostrea | Crassostrea virginica,NA,NA,NA,NA,NA
Crassostrea virginica,Pomatomus saltatrix,NA,FBC:SLB:SpecCode:48095,Bivalvia | Ostreoida | Ostreidae | Crassostrea | Crassostrea virginica,NA,EOL_V2:205264,Animalia | Chordata | Actinopterygii | Perciformes | Pomatomidae | Pomatomus | Pomatomus saltatrix,NA,NA,NA,NA,NA
Crassostrea virginica,Scophthalmus aquosus,NA,FBC:SLB:SpecCode:48095,Bivalvia | Ostreoida | Ostreidae | Crassostrea | Crassostrea virginica,NA,EOL_V2:994474,Animalia | Chordata | Actinopterygii | Pleuronectiformes | Scophthalmidae | Scophthalmus | Scophthalmus aquosus,NA,NA,NA,NA,NA
Crassostrea virginica,Tautoga onitis,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crepidula fornicata,Callinectes sapidus,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crepidula fornicata,Gadus morhua,NA,FBC:SLB:SpecCode:4754,Gastropoda | Neotaenioglossa | Calyptraeidae | Crepidula | Crepidula fornicata,NA,FBC:FB:SpecCode:69,Actinopterygii | Gadiformes | Gadidae | Gadus | Gadus morhua,NA,NA,NA,NA,NA
Crepidula fornicata,Ovalipes ocellatus,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crepidula fornicata,Prionotus carolinus,NA,EOL:593855,Animalia | Mollusca | Gastropoda | Littorinimorpha | Calyptraeoidea | Calyptraeidae | Crepidula | Crepidula fornicata,NA,EOL_V2:225774,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Triglidae | Prionotus | Prionotus carolinus,NA,NA,NA,NA,NA
Crepidula fornicata,Scophthalmus aquosus,NA,EOL:593855,Animalia | Mollusca | Gastropoda | Littorinimorpha | Calyptraeoidea | Calyptraeidae | Crepidula | Crepidula fornicata,NA,EOL_V2:994474,Animalia | Chordata | Actinopterygii | Pleuronectiformes | Scophthalmidae | Scophthalmus | Scophthalmus aquosus,NA,NA,NA,NA,NA
Crepidula fornicata,Tautoga onitis,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossaster papposus,Asterias rubens,eats,FBC:SLB:SpecCode:48745,Asteroidea | Spinulosida | Solasteridae | Crossaster | Crossaster papposus,NA,EOL:598481,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,NA,NA,NA,NA
Crossaster papposus,Asterias rubens,NA,FBC:SLB:SpecCode:48745,Asteroidea | Spinulosida | Solasteridae | Crossaster | Crossaster papposus,NA,EOL:598481,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,NA,NA,NA,NA
Crossaster papposus,Crossaster papposus,eats,ITIS:157066,Animalia | Bilateria | Deuterostomia | Echinodermata | Asterozoa | Asteroidea | Spinulosida | Eugnathina | Solasteridae | Crossaster | Crossaster papposus,NA,ITIS:157066,Animalia | Bilateria | Deuterostomia | Echinodermata | Asterozoa | Asteroidea | Spinulosida | Eugnathina | Solasteridae | Crossaster | Crossaster papposus,NA,NA,NA,NA,NA
Crossaster papposus,Crossaster papposus,NA,FBC:SLB:SpecCode:48745,Asteroidea | Spinulosida | Solasteridae | Crossaster | Crossaster papposus,NA,FBC:SLB:SpecCode:48745,Asteroidea | Spinulosida | Solasteridae | Crossaster | Crossaster papposus,NA,NA,NA,NA,NA
Crossaster papposus,Cucumaria frondosa,eats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossaster papposus,Echinarachnius parma,eats,ITIS:157066,Animalia | Bilateria | Deuterostomia | Echinodermata | Asterozoa | Asteroidea | Spinulosida | Eugnathina | Solasteridae | Crossaster | Crossaster papposus,NA,ITIS:158016,Animalia | Bilateria | Deuterostomia | Echinodermata | Echinozoa | Echinoidea | Euechinoidea | Gnathostomata | Clypeasteroida | Scutellina | Echinarachniidae | Echinarachnius | Echinarachnius parma,NA,NA,NA,NA,NA
Crossaster papposus,Echinarachnius parma,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossaster papposus,Laminaria digitata,eats,FBC:SLB:SpecCode:48745,Asteroidea | Spinulosida | Solasteridae | Crossaster | Crossaster papposus,NA,EOL:919354,Chromista | Chromista | Phaeophyta | Phaeophyceae | Laminariales | Laminariaceae | Laminaria | Laminaria digitata,NA,NA,NA,NA,NA
Crossaster papposus,Melanogrammus aeglefinus,NA,FBC:SLB:SpecCode:48745,Asteroidea | Spinulosida | Solasteridae | Crossaster | Crossaster papposus,NA,EOL_V2:212899,Animalia | Chordata | Actinopterygii | Gadiformes | Gadidae | Melanogrammus | Melanogrammus aeglefinus,NA,NA,NA,NA,NA
Crossaster papposus,Membranipora membranacea,eats,FBC:SLB:SpecCode:48745,Asteroidea | Spinulosida | Solasteridae | Crossaster | Crossaster papposus,NA,FBC:SLB:SpecCode:51169,Gymnolaemata | Cheilostomata | Membraniporidae | Membranipora | Membranipora membranacea,NA,NA,NA,NA,NA
Crossaster papposus,Membranipora membranacea,NA,FBC:SLB:SpecCode:48745,Asteroidea | Spinulosida | Solasteridae | Crossaster | Crossaster papposus,NA,FBC:SLB:SpecCode:51169,Gymnolaemata | Cheilostomata | Membraniporidae | Membranipora | Membranipora membranacea,NA,NA,NA,NA,NA
Crossaster papposus,Metridium senile,eats,ITIS:157066,Animalia | Bilateria | Deuterostomia | Echinodermata | Asterozoa | Asteroidea | Spinulosida | Eugnathina | Solasteridae | Crossaster | Crossaster papposus,NA,ITIS:52737,Animalia | Radiata | Cnidaria | Anthozoa | Anthozoa | Hexacorallia | Actiniaria | Nyantheae | Thenaria | Metridiidae | Metridium | Metridium senile,NA,NA,NA,NA,NA
Crossaster papposus,Ophiopholis aculeata,eats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossaster papposus,Ophiopholis aculeata,NA,FBC:SLB:SpecCode:48745,Asteroidea | Spinulosida | Solasteridae | Crossaster | Crossaster papposus,NA,FBC:SLB:SpecCode:49064,Ophiuroidea | Ophiurida | Ophiactidae | Ophiopholis | Ophiopholis aculeata,NA,NA,NA,NA,NA
Crossaster papposus,Saccharina latissima,eats,FBC:SLB:SpecCode:48745,Asteroidea | Spinulosida | Solasteridae | Crossaster | Crossaster papposus,NA,FBC:SLB:SpecCode:155096,Phaeophyceae | Laminariales | Laminariaceae | Saccharina | Saccharina latissima,NA,NA,NA,NA,NA
Crossaster papposus,Strongylocentrotus droebachiensis,eats,ITIS:157066,Animalia | Bilateria | Deuterostomia | Echinodermata | Asterozoa | Asteroidea | Spinulosida | Eugnathina | Solasteridae | Crossaster | Crossaster papposus,NA,ITIS:157969,Animalia | Bilateria | Deuterostomia | Echinodermata | Echinozoa | Echinoidea | Euechinoidea | Echinacea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Crossaster papposus,Strongylocentrotus droebachiensis,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossaster papposus,Strongylocentrotus droebachiensis,NA,FBC:SLB:SpecCode:48745,Asteroidea | Spinulosida | Solasteridae | Crossaster | Crossaster papposus,NA,EOL:599668,Animalia | Echinodermata | Echinoidea | Camarodonta | Odontophora | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Cucumaria frondosa,Gadus morhua,NA,EOL:597987,Animalia | Echinodermata | Holothuroidea | Dendrochirotida | Cucumariidae | Cucumaria | Cucumaria frondosa,NA,EOL_V2:206692,Animalia | Chordata | Actinopterygii | Gadiformes | Gadidae | Gadus | Gadus morhua,NA,NA,NA,NA,NA
Cucumaria frondosa,Melanogrammus aeglefinus,NA,EOL:597987,Animalia | Echinodermata | Holothuroidea | Dendrochirotida | Cucumariidae | Cucumaria | Cucumaria frondosa,NA,EOL_V2:212899,Animalia | Chordata | Actinopterygii | Gadiformes | Gadidae | Melanogrammus | Melanogrammus aeglefinus,NA,NA,NA,NA,NA
Cucumaria frondosa,Solaster endeca,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cucumaria frondosa,Strongylocentrotus droebachiensis,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyclopterus lumpus,Bonnemaisonia hamifera,eats,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,FBC:SLB:SpecCode:118394,Florideophyceae | Bonnemaisoniales | Bonnemaisoniaceae | Bonnemaisonia | Bonnemaisonia hamifera,NA,NA,NA,NA,NA
Cyclopterus lumpus,Ceramium diaphanum,eats,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,EOL:904784,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Rhodymeniophycidae | Ceramiales | Ceramiaceae | Ceramium | Ceramium diaphanum,NA,NA,NA,NA,NA
Cyclopterus lumpus,Chondrus crispus,eats,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,EOL:963603,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Rhodymeniophycidae | Gigartinales | Gigartinaceae | Chondrus | Chondrus crispus,NA,NA,NA,NA,NA
Cyclopterus lumpus,Codium fragile,eats,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,EOL:912591,Plantae | Viridiplantae | Chlorophyta | Chlorophyta | Chlorophytina | Ulvophyceae | Bryopsidales | Codiaceae | Codium | Codium fragile,NA,NA,NA,NA,NA
Cyclopterus lumpus,Gadus morhua,NA,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,EOL_V2:206692,Animalia | Chordata | Actinopterygii | Gadiformes | Gadidae | Gadus | Gadus morhua,NA,NA,NA,NA,NA
Cyclopterus lumpus,Ophiopholis aculeata,eats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmarestia aculeata,Buccinum undatum,NA,FBC:SLB:SpecCode:118219,Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia aculeata,NA,EOL_V2:595071,Animalia | Mollusca | Gastropoda | Neogastropoda | Buccinoidea | Buccinidae | Buccinum | Buccinum undatum,NA,NA,NA,NA,NA
Desmarestia aculeata,Strongylocentrotus droebachiensis,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmarestia aculeata,Strongylocentrotus droebachiensis,NA,FBC:SLB:SpecCode:118219,Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia aculeata,NA,EOL:599668,Animalia | Echinodermata | Echinoidea | Camarodonta | Odontophora | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Desmarestia viridis,Buccinum undatum,NA,GBIF:5423348,Chromista | Ochrophyta | Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia viridis,NA,EOL_V2:595071,Animalia | Mollusca | Gastropoda | Neogastropoda | Buccinoidea | Buccinidae | Buccinum | Buccinum undatum,NA,NA,NA,NA,NA
Desmarestia viridis,Strongylocentrotus droebachiensis,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmarestia viridis,Strongylocentrotus droebachiensis,NA,GBIF:5423348,Chromista | Ochrophyta | Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia viridis,NA,EOL:599668,Animalia | Echinodermata | Echinoidea | Camarodonta | Odontophora | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Didemnum albidum,Strongylocentrotus droebachiensis,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Didemnum vexillum,Henricia sanguinolenta,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Didemnum vexillum,Strongylocentrotus droebachiensis,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinarachnius parma,Cancer borealis,NA,WORMS:158062,Biota | Animalia | Echinodermata | Echinozoa | Echinoidea | Euechinoidea | Irregularia | Neognathostomata | Clypeasteroida | Scutellina | Scutelliformes | Echinarachniidae | Echinarachnius | Echinarachnius parma,NA,FBC:SLB:SpecCode:26783,Malacostraca | Decapoda | Cancridae | Cancer | Cancer borealis,NA,NA,NA,NA,NA
Echinarachnius parma,Crossaster papposus,NA,ITIS:158016,Animalia | Bilateria | Deuterostomia | Echinodermata | Echinozoa | Echinoidea | Euechinoidea | Gnathostomata | Clypeasteroida | Scutellina | Echinarachniidae | Echinarachnius | Echinarachnius parma,NA,ITIS:157066,Animalia | Bilateria | Deuterostomia | Echinodermata | Asterozoa | Asteroidea | Spinulosida | Eugnathina | Solasteridae | Crossaster | Crossaster papposus,NA,NA,NA,NA,NA
Echinarachnius parma,Gadus morhua,NA,FBC:SLB:SpecCode:49345,Echinoidea | Clypeasteroida | Echinarachniidae | Echinarachnius | Echinarachnius parma,NA,WORMS:126436,Biota | Animalia | Chordata | Vertebrata | Gnathostomata | Pisces | Actinopterygii | Gadiformes | Gadidae | Gadus | Gadus morhua,NA,NA,NA,NA,NA
Echinarachnius parma,Limanda ferruginea,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinarachnius parma,Limanda ferruginea,NA,WORMS:158062,Biota | Animalia | Echinodermata | Echinozoa | Echinoidea | Euechinoidea | Irregularia | Neognathostomata | Clypeasteroida | Scutellina | Scutelliformes | Echinarachniidae | Echinarachnius | Echinarachnius parma,NA,FBC:FB:SpecCode:521,Actinopterygii | Pleuronectiformes | Pleuronectidae | Limanda | Limanda ferruginea,NA,NA,NA,NA,NA
Echinarachnius parma,Pseudopleuronectes americanus,NA,WORMS:158062,Biota | Animalia | Echinodermata | Echinozoa | Echinoidea | Euechinoidea | Irregularia | Neognathostomata | Clypeasteroida | Scutellina | Scutelliformes | Echinarachniidae | Echinarachnius | Echinarachnius parma,NA,FBC:FB:SpecCode:524,Actinopterygii | Pleuronectiformes | Pleuronectidae | Pseudopleuronectes | Pseudopleuronectes americanus,NA,NA,NA,NA,NA
Echinarachnius parma,Solaster endeca,NA,ITIS:158016,Animalia | Bilateria | Deuterostomia | Echinodermata | Echinozoa | Echinoidea | Euechinoidea | Gnathostomata | Clypeasteroida | Scutellina | Echinarachniidae | Echinarachnius | Echinarachnius parma,NA,ITIS:157076,Animalia | Bilateria | Deuterostomia | Echinodermata | Asterozoa | Asteroidea | Valvatacea | Valvatida | Solasteridae | Solaster | Solaster endeca,NA,NA,NA,NA,NA
Echinarachnius parma,Strongylocentrotus droebachiensis,NA,ITIS:158016,Animalia | Bilateria | Deuterostomia | Echinodermata | Echinozoa | Echinoidea | Euechinoidea | Gnathostomata | Clypeasteroida | Scutellina | Echinarachniidae | Echinarachnius | Echinarachnius parma,NA,ITIS:157969,Animalia | Bilateria | Deuterostomia | Echinodermata | Echinozoa | Echinoidea | Euechinoidea | Echinacea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Echinarachnius parma,Zoarces americanus,NA,WORMS:158062,Biota | Animalia | Echinodermata | Echinozoa | Echinoidea | Euechinoidea | Irregularia | Neognathostomata | Clypeasteroida | Scutellina | Scutelliformes | Echinarachniidae | Echinarachnius | Echinarachnius parma,NA,FBC:FB:SpecCode:480,Actinopterygii | Perciformes | Zoarcidae | Zoarces | Zoarces americanus,NA,NA,NA,NA,NA
Electra pilosa,Asterias rubens,NA,EOL:599446,Animalia | Bryozoa | Gymnolaemata | Cheilostomatida | Membraniporoidea | Electridae | Electra | Electra pilosa,NA,EOL:598481,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,NA,NA,NA,NA
Eumicrotremus spinosus,Gadus morhua,NA,FBC:FB:SpecCode:4185,Actinopterygii | Scorpaeniformes | Cyclopteridae | Eumicrotremus | Eumicrotremus spinosus,NA,FBC:FB:SpecCode:69,Actinopterygii | Gadiformes | Gadidae | Gadus | Gadus morhua,NA,NA,NA,NA,NA
Gadus morhua,Anarhichas lupus,eats,FBC:FB:SpecCode:69,Actinopterygii | Gadiformes | Gadidae | Gadus | Gadus morhua,NA,FBC:FB:SpecCode:2501,Actinopterygii | Perciformes | Anarhichadidae | Anarhichas | Anarhichas lupus,NA,NA,NA,NA,NA
Gadus morhua,Anarhichas lupus,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gadus morhua,Asterias rubens,eats,FBC:FB:SpecCode:69,Actinopterygii | Gadiformes | Gadidae | Gadus | Gadus morhua,NA,FBC:SLB:SpecCode:48661,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,NA,NA,NA,NA
Gadus morhua,Buccinum undatum,eats,FBC:FB:SpecCode:69,Actinopterygii | Gadiformes | Gadidae | Gadus | Gadus morhua,NA,FBC:SLB:SpecCode:5371,Gastropoda | Neogastropoda | Buccinidae | Buccinum | Buccinum undatum,NA,NA,NA,NA,NA
Gadus morhua,Carcinus maenas,eats,FBC:FB:SpecCode:69,Actinopterygii | Gadiformes | Gadidae | Gadus | Gadus morhua,NA,FBC:SLB:SpecCode:26397,Malacostraca | Decapoda | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
Gadus morhua,Crepidula fornicata,eats,FBC:FB:SpecCode:69,Actinopterygii | Gadiformes | Gadidae | Gadus | Gadus morhua,NA,FBC:SLB:SpecCode:4754,Gastropoda | Neotaenioglossa | Calyptraeidae | Crepidula | Crepidula fornicata,NA,NA,NA,NA,NA
Gadus morhua,Eumicrotremus spinosus,eats,FBC:FB:SpecCode:69,Actinopterygii | Gadiformes | Gadidae | Gadus | Gadus morhua,NA,FBC:FB:SpecCode:4185,Actinopterygii | Scorpaeniformes | Cyclopteridae | Eumicrotremus | Eumicrotremus spinosus,NA,NA,NA,NA,NA
Gadus morhua,Gadus morhua,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gadus morhua,Hemitripterus americanus,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gadus morhua,Homarus americanus,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gadus morhua,Hyas coarctatus,eats,FBC:FB:SpecCode:69,Actinopterygii | Gadiformes | Gadidae | Gadus | Gadus morhua,NA,FBC:SLB:SpecCode:26932,Malacostraca | Decapoda | Oregoniidae | Hyas | Hyas coarctatus,NA,NA,NA,NA,NA
Gadus morhua,Melanogrammus aeglefinus,eats,FBC:FB:SpecCode:69,Actinopterygii | Gadiformes | Gadidae | Gadus | Gadus morhua,NA,FBC:FB:SpecCode:1381,Actinopterygii | Gadiformes | Gadidae | Melanogrammus | Melanogrammus aeglefinus,NA,NA,NA,NA,NA
